Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-09 10:23:53.001 +0100,"Success",0:00:00,0,0,0,"20160509_102353.001/LogFile.txt","","",1
